Season,Name of Episode,ID of the Episode,Date Aired,Average Rating,Number of Ratings,Description
Season 19,Four to Doomsday: Part Three,S19E07,25 Jan. 1982,6.8,265,"Monarch shows his true plans for the humans when he sends Adric to ask the Doctor for a tour of his TARDIS while he sends Nyssa off to be relieved of her ""flesh time."" Meanwhile Tegan, in a panic, tries to escape in the TARDIS but doesn't get far."
Season 19,Four to Doomsday: Part Four,S19E08,26 Jan. 1982,6.7,270,"The Doctor needs to stop Adric from siding with Monarch and get Bigon quietly restored (who was mechanically lobotomized for previously siding with the Doctor). The ship then gets turned into one big multi-cultural dance party so the Doctor can make a desperate leap for the TARDIS, floating just outside the spaceship, and stop Monarch's plans for Earth."
Season 19,Kinda: Part One,S19E09,1 Feb. 1982,7.5,321,"On Deva Loka, a sylvan paradise planet with no predators, diseases or civilized roadways, Nyssa (due to Monarch's two attempts to turn her into an android) stays in the TARDIS to fully recover from mild mental disorientation, under the Doctor's Delta Wave Augmenter while the others go exploring. The Doctor and Adric find a survey team assessing the planet for colonization, and cracking under the stress of three fellow members (half the crew) disappearing without a trace. There's also a primitive and almost entirely speechless native culture on hand who curiously have ..."
Season 19,Kinda: Part Two,S19E10,2 Feb. 1982,7.4,281,"Left in charge by Sanders, Security Man Hindle - unhinged and in complete control of the two Kinda hostages - locks up the others while he primes the dome for a 50 mile perimeter of deforestation through acid and fire, having ""reasoned out"" that the trees and plants are a threat. Adric perpetrates a ruse to help the Doctor and Todd but is caught and about to be punished when Sanders returns, a changed man. Sanders bears a gift for Hindle - a box given him by a Kinda mystic elder, which may be dangerous and which the Doctor is forced to open. Meanwhile, Tegan is shown ..."
Season 19,Kinda: Part Three,S19E11,8 Feb. 1982,7.4,281,"Todd and the Doctor receive a telepathic invitation to visit the Kinda's blind matriarch and her ward in a cave. Meanwhile, Hinkle is finally set to reduce the dome to its ""base chemical constituents"" but stops to relax and build a toy city. Tegan is out cold after the snake tattoo of the Mara leaves her arm to possess Aris, giving Aris voice and, through it, the ability to lead his people to their destruction."
Season 19,Kinda: Part Four,S19E12,9 Feb. 1982,7.4,286,"With a frightening vision of what's to come from Panna (the Kinda's blind visionary), the Doctor must break Hindle's control over the Kinda hostages and stop his deforestation plan, then send the Mara back to The Dark Places of the Inside from whence it came before it can destroy the Kinda and head out to topple civilizations."
Season 19,The Visitation: Part One,S19E13,15 Feb. 1982,7.6,348,"The TARDIS returns Tegan to Heathrow Airport: Tall trees, peaceful, clear skies, thriving vegetation and a touch of sulfur in the air. Obviously the TARDIS is a little out of date (about three hundred years or so), but upon looking around the Doctor finds there's more amiss than his navigational controls, all arising after a recent comet crash that was not on Earth's schedule."
Season 19,The Visitation: Part Two,S19E14,16 Feb. 1982,7.5,289,"To rescue Tegan and Adric, captured and interrogated by the Terileptil fugitive leader, the Doctor must get past the locals under alien control and overcome Death (an android servant dressed up as The Grim Reaper)."
Season 19,The Visitation: Part Three,S19E15,22 Feb. 1982,7.5,286,"The Doctor makes the fugitive Terileptils a rare offer they shouldn't refuse; but, though few in numbers, they have a plan in the works for the quick and complete domination of Earth and mean to see it through."
Season 19,The Visitation: Part Four,S19E16,23 Feb. 1982,7.6,290,"With Tegan and Richard under alien control, and the manor sealed against anyone leaving or entering, it's a question whether or not the Doctor can get to London before the Terileptils release their improved strain of black death upon the world."
Season 19,Black Orchid: Part One,S19E17,1 Mar. 1982,7.3,327,"The TARDIS arrives in England, 1925, near to where a mysterious, gurgling man has escaped his bonds and started strangling servants. The Doctor is ""expected"" and taken (along with Tegan, Nyssa and Adric) to the Cranleigh's country estate where The Doctor participates in a cricket match and Nyssa turns out to be the near spitting image of Ann, fiancée of Charles Cranleigh. They all stay for an afternoon costume ball. Tegan teaches others how to do the Charleston, and Adric eats, but The Doctor finds himself searching through secret passageways in his bathrobe after the..."
Season 19,Black Orchid: Part Two,S19E18,2 Mar. 1982,7.1,299,"Ann escapes her Harlequin-clad abductor but it's The Doctor whom she accuses. Strangled bodies mount and The Doctor is arrested along with ""accessories"" Tegan, Nyssa and Adric. Will Lady Cranleigh's secret come out?"
Season 19,Earthshock: Part One,S19E19,8 Mar. 1982,8.4,425,"In 2526, eight Earth paleontologists and geologists were investigating a fossil found in a newly discovered cave when seven of them disappear. The only one who seems to have got out is Professor Kyle. She accompanies Lt. Scott and his troop of soldiers into the unmapped caves to see if they can find her colleagues. What they find, however, is the Doctor and his traveling companions Nyssa, Adric and Tegan, who have also just arrived in the TARDIS. They're near the location where the scientific expedition was attacked and Scott suspects the Doctor. There are others in ..."
Season 19,Earthshock: Part Two,S19E20,9 Mar. 1982,8.3,371,"With the Doctor cornered in the underground caves by androids, Adric ventures outside of the TARDIS and manages to destroy one of them. They get control of the situation and the Doctor manages to open the door they've located - but in doing so, he's activated a bomb. They set off to find who is behind it all and arrive on board a spaceship on its way to Earth. Unknown to them as yet is that it's all down to the Cybermen, who are determined to destroy the Earth."
Season 19,Earthshock: Part Three,S19E21,15 Mar. 1982,8.4,364,"The Doctor and Adric are taken prisoner aboard the freighter after they've discovered one of the crewmen dead. Captain Briggs is upset at the delay the disappearance of three crew members has caused but the Doctor denies having anything to do with that. Meanwhile, the Cyber leader activates the Cybermen they've placed in the ship's hold and sets off to take control of the ship. Unbeknown to anyone, a member of the crew is assisting the Cybermen in their quest but the Doctor finds a way to hold them off, at least temporarily."
Season 19,Earthshock: Part Four,S19E22,16 Mar. 1982,8.8,403,"The Cybermen are now in control of the ship and they have eliminated their human accomplice. The Doctor, Adric and several members of the crew are now their prisoners. Tegan finds herself separated from Lt.Scott and she too is soon taken prisoner and is reunited with the Doctor who realizes just what the Cybermen are going to do: use the spaceship as a flying bomb. Scott and the other troopers make a rescue attempt. Adric tries desperately desperately to stop the ship from crashing into Earth."
Season 19,Time-Flight: Part One,S19E23,22 Mar. 1982,6.2,296,"A British Airways Concord disappears on final approach. The Doctor, still reeling from the loss of Adric, becomes involved when his TARDIS miss-fires from its intended destination of London 1851 and appears at Heathrow airport. The Doctor follows the lost plane into the deep past only to discover he is part of an illusion. This forces him to ask the question: if there is an illusion, who is the conjurer?"
Season 19,Time-Flight: Part Two,S19E24,23 Mar. 1982,5.9,266,"The Doctor's TARDIS is stolen, and tracking it down reveals the existence of an alien named Kalid controlling events in the past. While the Doctor challenges Kalid's motives for being there, Tegan and Nyssa discover the source of Kalid's power - an even greater threat for the Doctor."
Season 19,Time-Flight: Part Three,S19E25,29 Mar. 1982,5.7,265,"The Master commandeers the Doctor's TARDIS, leaving the stranded Time Lord time to work out the mystery of the alien sanctum he's been trying to enter. Inside lies an immense power - the entire Xeraphin race, thought long lost but distilled into a single living essence, ready for rebirth but now suffering a dual gestalt personality, good versus bad, thanks to the Master's meddling with it. As the two Xeraphin halves enter into a struggle for dominance of the whole, the Doctor works for a favorable outcome before the Master can succeed at turning them into his new ..."
Season 19,Time-Flight: Part Four,S19E26,30 Mar. 1982,5.7,265,"Incorporating the Xeraphin race into his TARDIS power system, the Master has won, but technical obstacles and a bit of sabotage from friendlies give the Doctor a bargaining chip for the lives of the hijacked and enslaved airline passengers and crews - with maybe, just maybe, some hope for the Xeraphin race as well."
Season 20,Arc of Infinity: Part One,S20E01,3 Jan. 1983,6.8,267,"On Gallifrey, someone on the high council is perpetrating a treasonous act - transmitting the Doctor's bio-extract from the space/time matrix to an anti-matter being. On Earth, two English lads spend their last night in Amsterdam sleeping in a crypt where they're attacked by an alien creature under the same anti-matter being's control."
Season 20,Arc of Infinity: Part Two,S20E02,4 Jan. 1983,6.9,239,"With an anti-matter being trying to enter the universe through the Doctor, risking the destruction of everything, there is only one clear course of action for the High Council of Time Lords to take: execute the Doctor. Meanwhile, Tegan arrives in Amsterdam and hear about what's become of her cousin from his unscathed friend."
Season 20,Arc of Infinity: Part Three,S20E03,11 Jan. 1983,6.9,240,"Something seemed amiss about the Doctor's execution, so the Castellan has Commander Maxil discreetly but fully look it. Meanwhile, as the Doctor meets the anti-matter being inside the Time Lord Matrix, Tegan and her cousin's friend run afoul of a bird-like alien back on Earth."
Season 20,Arc of Infinity: Part Four,S20E04,12 Jan. 1983,6.9,245,The High Council creates a distraction so the Doctor and Nyssa can find Omega on Earth and prevent his reentry into our universe.
Season 20,Snakedance: Part One,S20E05,18 Jan. 1983,7.0,267,"The TARDIS lands on Manussa where Tegan once again gets possessed by the Mara, who plan to break into the physical world."
Season 20,Snakedance: Part Two,S20E06,19 Jan. 1983,7.1,240,The Doctor talks to Ambril and Chela to try and stop the 500th anniversary celebrations. A possessed Tegan finds herself in Dugdale's Hall of Mirrors to where she summons Lon. The Doctor and Nyssa return to the caves.
Season 20,Snakedance: Part Three,S20E07,25 Jan. 1983,7.0,234,"The possessed Tegan and Lon try to find the whereabouts of the Great Crystal. The Doctor finds himself in prison, with only Nyssa to try and get him out. Chela tells the Doctor tales of Dojjen."
Season 20,Snakedance: Part Four,S20E08,26 Jan. 1983,7.0,239,"Escaping from jail and rescued from execution by Tanha, the Doctor escapes to find Dojjen. Will he finally be able to defeat the Mara?"
Season 20,Mawdryn Undead: Part One,S20E09,1 Feb. 1983,7.6,277,"With the TARDIS trapped on a collision course with a strange, orbiting spaceship, locked in time as well as space, the Black Guardian recruits a deceitful and ill-natured British student to kill the Doctor."
Season 20,Mawdryn Undead: Part Two,S20E10,2 Feb. 1983,7.9,255,"The TARDIS lands on Earth six years out of date, stranding the Doctor in 1983 while leaving Tegan and Nyssa to look for him in 1977, eventually to discover a badly injured man that may very well be the Doctor. Both parties also encounter former Doctor-companion Brigadier Lethbridge-Stewart, though in 1983 he curiously has no memory of the Doctor at all."
Season 20,Mawdryn Undead: Part Three,S20E11,8 Feb. 1983,7.7,245,"Danger and discovery await the Doctor back aboard the alien ship, where a modified piece of Time Lord technology awaits his discovery. The Black Guardian is pleased with the Doctor's return and uses Turlough to awaken the ship's undead inhabitants to lead the Doctor to his death. The one uniting factor for all is the unforeseen presence of two Brigadier Lethbridge-Stewarts aboard ship, which could put a sudden end to everyone's plans if they're not kept apart."
Season 20,Mawdryn Undead: Part Four,S20E12,9 Feb. 1983,7.8,251,"Mawdryn and his fellow immortals - stuck in ceaseless cycles of mutation and deterioration - are quite determined on the Doctor sacrificing his future for their sakes, giving him the choice between helping them or stranding Teagan and Nyssa with them on their infinite journey. The Doctor, however, seeks a third option."
Season 20,Terminus: Part One,S20E13,15 Feb. 1983,6.4,262,"Under the directives of the Black Guardian, sabotage by Turlough destabilizes the TARDIS, causing it to latch onto the nearest spaceship for physical support. Nyssa, trapped inside her dissolving room, crosses onto the other ship in order to survive, entering onto an eerily automated ship marked with painted skull decals just as it's being invading by raiders."
Season 20,Terminus: Part Two,S20E14,16 Feb. 1983,6.3,236,"The Doctor's party remains divided and scattered as the immense transport docks at the Terminus space station, which turns out to be a leper colony at the exact center of the known universe. As they find their way around and investigate, Nyssa shows signs of contracting the disease."
Season 20,Terminus: Part Three,S20E15,22 Feb. 1983,6.1,236,"Since the Doctor's party represents neither lazars nor handlers, they're presumed to be investigators, which is enough to spark the disgruntled Valgard into challenging Eirak over leadership of the handlers. Meanwhile, as the giant, dog-like Garm takes a terrified Nyssa off for ""treatment,"" Bor returns from the forbidden zone with interesting news about the ship."
Season 20,Terminus: Part Four,S20E16,23 Feb. 1983,6.2,237,"In attempting to reopen a doorway into the TARDIS, Turlough activates Terminus' automated fuel-jettisoning sequence. The first time this sequence was engaged, it flung its first of two massive loads of unstable fuel into the distant past, producing the Big Bang that created the universe. This second sequence - if the Doctor can't find a way to shut it down - will release a second massive load, the explosion of which will entirely negate the effects of the first."
Season 20,Enlightenment: Part One,S20E17,1 Mar. 1983,7.8,273,"The Doctor is in a race with the clairvoyant Eternals for the prize. When the Black Guardian appears, though, the Doctor is suddenly in a race for his life!"
Season 20,Enlightenment: Part Two,S20E18,2 Mar. 1983,8.0,253,"Captain Striker and his officers reveal themselves to be Eternals, mind-reading creatures who live outside of time and who require Ephemerals (humans and other ""time dwellers"") to relieve them of their emptiness. They race against other Eternals for the grand prize of Enlightenment, by which to grant their deepest wishes. That can't be good for the universe, but how can the Doctor strategize against beings adept at reading his every thought?"
Season 20,Enlightenment: Part Three,S20E19,8 Mar. 1983,7.9,247,Turlough's panic puts him aboard a pirate ship where Captain Wrack uses his presence to invite all the other captains over for dinner. She's been picking off a few of her greatest rivals in the race and now sees an opportunity to clear the field once and for all and become the clear winner.
Season 20,Enlightenment: Part Four,S20E20,9 Mar. 1983,7.9,254,"Tegan isn't aware she been outfitted with a devise to destroy Captain Striker's ship. While the detonation will merely slip the indestructible Eternals back into the realm of eternity, nothing nearly so elegant or as tidy awaits the Ephemerals aboard the ship."
Season 20,The King's Demons: Part One,S20E21,15 Mar. 1983,6.4,255,"In 1215 at the castle of Ranulf Fitzwilliam, son Hugh is jousting on a matter of honor against Sir Gillis Estram, the champion of King John, when the TARDIS appears. The Doctor, Turlough and Tegan are immediately hailed as demons and welcomed warmly by the King. Something is wrong with this picture, observes the Doctor."
Season 20,The King's Demons: Part Two,S20E22,16 Mar. 1983,6.3,226,"With The Master revealed, two questions remain: Who is impersonating King John and why?"
Season 20,The Five Doctors,S20E23,25 Nov. 1983,8.1,"1,146",The Doctor and his previous incarnations are brought to the Death Zone on his homeworld Gallifrey as part of a renegade Time Lord's scheme.
Season 21,Warriors of the Deep: Part One,S21E01,5 Jan. 1984,6.3,289,"The Doctor, Tegan and Turlough land inside an undersea secret military base in wartime Earth, 2084. The base is about to be attacked on two fronts. Enemy agents within work to neutralize the base while an assault team of aquatic Silurians prepare without for a surprise attack."
Season 21,Warriors of the Deep: Part Two,S21E02,6 Jan. 1984,6.3,250,"Just are the Doctor gains a tentative trust from the humans, a Silurian battle cruiser approaches. The Doctor warns Commander Vorsha to hold his fire and find out what they want, but is the level-headed commander one who'll listen?"
Season 21,Warriors of the Deep: Part Three,S21E03,12 Jan. 1984,6.3,242,"With Silurians and Sea Devils attacking the air locks, the saboteurs use the distraction to launch plans for disabling vital functions of the base. With all the strife going on around him, and an electricity-generating myrka on the loose, the Doctor endeavors to bring a little sunshine into their unhappy undersea lives."
Season 21,Warriors of the Deep: Part Four,S21E04,13 Jan. 1984,6.5,249,"With Silurians in control of the base, Icthar reveals his plan for a final solution to Earth's human problem, which presents the Doctor a great moral dilemma."
Season 21,The Awakening: Part One,S21E05,19 Jan. 1984,7.0,247,"The TARDIS arrives in Little Hodcombe. Tegan wants to visit her grandfather, only he's disappeared. There's also a war game going on, and it's getting out of hand."
Season 21,The Awakening: Part Two,S21E06,20 Jan. 1984,7.0,228,"The Malus, an alien that's purely evil, needs the civil war re-enactments to become authentic so it can feed off the psychic energy of dying and embattled men and fully revive. Not if the Doctor can derail things, of course."
Season 21,Frontios: Part One,S21E07,26 Jan. 1984,7.0,247,"In the far flung future, the TARDIS is forced to crash land on the planet Frontios, where the Doctor finds some of the last surviving human beings cowering from a meteorite bombardment."
Season 21,Frontios: Part Two,S21E08,27 Jan. 1984,7.1,221,"Following the destruction of the TARDIS, the only part of it left is the hat stand. So Turlough uses it as a weapon! Plantagenet gets swallowed by the earth, and Norna and Turlough discover the Tractators."
Season 21,Frontios: Part Three,S21E09,2 Feb. 1984,7.1,220,"Trying to rescue the Doctor from the Tractator's trap, Tegan finds herself and the Doctor in even more trouble. Turlough goes a bit mad, and reckons he knows the evil of the Tractators from old."
Season 21,Frontios: Part Four,S21E10,3 Feb. 1984,7.1,224,"The Doctor tries to deal with the Tractator's cunning plan, despite Turlough's best intervention. They discover the splintered TARDIS in the tunnels beneath the planet's surface, but how will they put it together again?"
Season 21,Resurrection of the Daleks: Part One,S21E11,8 Feb. 1984,7.8,350,"A time corridor forces the Doctor to the London docklands on present-day Earth where a bomb squad watches over some strange, alien canisters. At the other end, a battle cruiser lunches an assault on a prison space station that holds just one prisoner - Davros, creator of the Daleks."
Season 21,Resurrection of the Daleks: Part Two,S21E12,15 Feb. 1984,7.9,310,"While Davros looks into solving a small problem offered up by the Movellans, the Daleks have not overlooked the Time Lords for all their years of interest and attention paid them, hoping to make of the Doctor and his companions emissaries of their appreciation, in order to thank them all to the fullest and permanently."
Season 21,Planet of Fire: Part One,S21E13,23 Feb. 1984,7.3,258,"The Doctor and Turlough arrive on Lanzarote to investigate a signal. Turlough rescues American Student Peri Brown from nearly drowning and discovers she has in her possession a data core from Turlough's home planet Trion. The Doctor, Turlough and Peri follow the signal to the volcanic planet Sarn, where the natives worship a fire god known as Logar, and where the Doctor learns The Master has accidentally shrunk himself after testing a more lethal version of his tissue compression eliminator and has taken control of Kamelion, using him to find numismaton gas that will ..."
Season 21,Planet of Fire: Part Two,S21E14,24 Feb. 1984,7.4,231,"On the volcanic planet Sarn, Turlough recognizes several Trion artifacts that point to Malkon (the Chosen One among the Sarn people) being his own brother. Meanwhile, Peri flees from Kamelion who has almost been entirely possessed by the Master."
Season 21,Planet of Fire: Part Three,S21E15,1 Mar. 1984,7.4,231,"Sarn prophesy foretells of an outsider who will come to aid the people. It's a role the Master is more than delighted to fill, which finally presents Timanov, the Sarn religious leader, the unbridled support he's sought in his campaign to cull the faithless from among his people. Turlough's secret past, however, is somehow intricately involved in all this, and the reluctance of its disclosure is enough to threaten all friendly ties with the Doctor."
Season 21,Planet of Fire: Part Four,S21E16,2 Mar. 1984,7.4,232,"While the Master, victim of his own attempt to improve his TCE weapon, seeks restoration through Sarn's numismaton gas, the truth of Turlough's past comes out at last, though to guarantee the safety of his brother and the Sarn people, Turlough must consider a great personal sacrifice."
Season 21,The Caves of Androzani: Part One,S21E17,8 Mar. 1984,8.6,503,The Doctor and Peri get involved with drug running after landing on the twin planet of Androzani Minor and getting arrested as gun runners and targeted for execution. Not before Peri stumbles into some highly toxic and lethal plant life.
Season 21,The Caves of Androzani: Part Two,S21E18,9 Mar. 1984,8.6,426,"Having been saved from execution by Sharez Jek and his androids, Jek takes a shine to Peri, and wants her with him forever. Salateen tells the Dr and Peri that they are dying from Spectrox toxemia, but there is an antidote."
Season 21,The Caves of Androzani: Part Three,S21E19,15 Mar. 1984,8.8,436,"After escaping the vicious Magma creature, the Doctor is made a prisoner of the gun runners and taken to Androzani Major. The real Salateen takes an ill Peri back to Chellak."
Season 21,The Caves of Androzani: Part Four,S21E20,16 Mar. 1984,9.1,489,"Chellak and his men attack Jek's base. The Dr crash lands the ship, and must escape from his captors, find the antidote to Spectrox poisoning and save Peri. He does so, but at the cost of his own life."
Season 21,The Twin Dilemma: Part One,S21E21,22 Mar. 1984,5.2,298,"The Doctor's moods are wide and in a jumble as he settles into his new regeneration. Elsewhere a set of genius twins are kidnapped, whose mathematical computations can manipulate features of the universe. They're immediately put to work by aliens for an as yet unknown end."
Season 21,The Twin Dilemma: Part Two,S21E22,23 Mar. 1984,5.2,257,"The Doctor takes Peri to Titan 3, a desolate hunk of rock in space where he hopes to find some solitude for awhile. Instead he finds the lone but unconscious survivor of a recent spaceship crash in sight of a mound-shaped complex where no formalized structure should exist."
Season 21,The Twin Dilemma: Part Three,S21E23,29 Mar. 1984,5.2,259,"The Doctor arrives on Jaconda, once lush and green, to find it completely devastated by giant gastropods. Old legends about the planet's half-human/half-slugs weren't just myths after all. With or without help from the Doctor and his unpredictable mood swings, Lt. Lang is up for rescuing the twins, who are finally informed of the grand purpose they've been brought to Jaconda to accomplish."
Season 21,The Twin Dilemma: Part Four,S21E24,30 Mar. 1984,5.1,263,"The Doctor and Edgeworth deduce that the real plan of Mestor, the gastropod ruler of Jaconda, will not only destroy Jaconda but lead to the devastation of other planets. Together they hope to thwart him despite his formidable ability at slipping into people's minds and controlling them."
Season 22,Attack of the Cybermen: Part One,S22E01,5 Jan. 1985,7.0,338,"The Cybermen plan on destroying Earth in order to prevent the destruction of their home world, Mondas. The Doctor also discovers the Cyber Controller is far from dead."
Season 22,Attack of the Cybermen: Part Two,S22E02,12 Jan. 1985,6.8,295,"The Doctor is captured by the Cybermen and taken back to their home planet. There he discovers the source of the signal.The Cryons, original inhabitants of the Cybermen's world, survive underground and they want the Cybermen gone. The Doctor learns the full extent of the Cybermen's plans. Not only are the Cryons threatened but so too the very future of the human race. This is no war of conquest, but total destruction."
Season 22,Vengeance on Varos: Part One,S22E03,19 Jan. 1985,7.7,358,"The TARDIS makes an emergency landing on Varos, a planet that used to be a penal colony, and where the native Varosians are presently entertained by broadcasts of real violence and death. Mistaken for rebels, the Doctor and Peri learn that Sil, an evil delegate of the Galatron mining corporation, bids to rule Varos and to control supplies of Zeiton 7 ore, which is the TARDIS's only fuel source."
Season 22,Vengeance on Varos: Part Two,S22E04,26 Jan. 1985,7.7,315,The Governor forces the Doctor to tell him the true value of zeiton-7 but Sil attempts to derail his plans by subjecting Peri and Areta to an enforced mutation.
Season 22,The Mark of the Rani: Part One,S22E05,2 Feb. 1985,6.9,317,"In a 19th century mining village, a renegade Time Lady known as The Rani is draining brain fluid from local men, turning them savage and berserk. It is here The Master plans to coerce her help in his vengeance upon The Doctor while also establishing a power base for controlling Earth's future."
Season 22,The Mark of the Rani: Part Two,S22E06,9 Feb. 1985,6.7,282,"The Master uses The Rani's mind-controlling parasites to keep a meeting of Earth's leading scientists from being canceled, and helps The Rani plant transformation land mines for The Doctor as he continues to propose an alliance with her in ruling over Earth."
Season 22,The Two Doctors: Part One,S22E07,16 Feb. 1985,7.5,352,"The Time Lords have dispatched the Doctor (in his 2nd incarnation) along with Jamie to a space research station to see Dastari, the Director of Projects, about dissuading two of his scientists from further experimentations on time travel that are rattling the fabric of time. The Doctor is further alarmed over Dastari's latest genetic experiments, boosting the intelligence of a bestial and carnivorous humanoid race called the Androgum. This secondary concern soon proves the greater problem: the Androgum have sided with the Sontarans to take over the station. The ..."
Season 22,The Two Doctors: Part Two,S22E08,23 Feb. 1985,7.5,305,"With carnage and decay all about the space station, Doctor No. 6 and Peri continue to avoid the automated defense system trying to kill them, but there's also something alive lurking about with an eye on them as well. Evidence suggests the Time Lords are responsible for all this, but the Doctor refuses to believe it. He may be wrong, and he also fears a pinhole has been poked into the bubble that is the universe, with total and unstoppable annihilation to follow. Far away, Doctor No. 2 is about to be dissected by the Sontarans and the Androgum in order to find the ..."
Season 22,The Two Doctors: Part Three,S22E09,2 Mar. 1985,7.4,301,"Closing in on the goal of time travel, the Androgum and Sontarans get set to double-cross each other. With Peri and Jamie alternately in danger of winding up on the bill of fare, the decision is made to genetically transform Doctor No. 2 into an insatiably carnivorous Androgum, which causes Doctor No. 6 to develop a sudden taste for house cats as he races to not let this change become permanent."
Season 22,Timelash: Part One,S22E10,9 Mar. 1985,5.5,291,"A time corridor, called Timelash, has been set up to punish dissidents on the planet Karfel, dumping them alive but permanently into Earth's early history. The TARDIS runs right into it, and the Doctor thereafter finds a society with advanced technology it shouldn't have along with an unnerving absence of reflective surfaces of any kind."
Season 22,Timelash: Part Two,S22E11,16 Mar. 1985,5.3,264,"For his impending confrontation with the mysterious and cloistered Borad, dictator of Karfel, the Doctor takes kontrom crystals from the Timelash to build a 10-second time break device, not knowing of the Borad's mutation and breeding plans for Peri or the interplanetary war he's sparked with the Bandrils, who are on their way to destroy all mammalian life on Karfel."
Season 22,Revelation of the Daleks: Part One,S22E12,23 Mar. 1985,7.7,334,"The Doctor and Peri arrive on the planet Necros to attend the funeral of scientist Professor Athur Stengos, only to discover Davros, the creator of the Daleks, has become ""The Great Healer"" who runs Tranquil Repose, a facility where the terminally ill are kept in suspended animation until a cure is found. They learn Davros has been turning all those in suspended animation into Daleks that are loyal to himself while making food from their dead bodies."
Season 22,Revelation of the Daleks: Part Two,S22E13,30 Mar. 1985,7.9,301,"The Davros running Tranquil Repose has only been a figurehead - literally just a head, created and animated by Davros himself. Now, the real Davros wheels forth to face the Doctor, but his own immoral dealings have fostered an uneasy surrounding situation, riddled with treachery, that only a few might escape."
Season 23,The Trial of a Time Lord: Part One,S23E01,6 Sep. 1986,7.2,310,"The Doctor is put on trial by the Time Lords again. The first of two events from his resent past is presented as evidence of his interference in the affairs of other worlds. In particular, his actions on planet Ravalox."
Season 23,The Trial of a Time Lord: Part Two,S23E02,13 Sep. 1986,6.9,273,"The Doctor finds that the subterranean UK Habitat is run by a cloistered robot named Drathro, whom the inhabitants call ""The Immortal."" Their black light energy converters are destabilizing, unaware that it's the result of two space pirates mucking about on the surface with designs on looting their dwelling."
Season 23,The Trial of a Time Lord: Part Three,S23E03,20 Sep. 1986,6.9,273,"The Doctor escapes to rejoin Peri on the surface but shortly becomes the prisoner of a surface-dwelling tribe called The Free. Ravalox isn't Ravalox after all, but before the Doctor can learn much more an irresistible agent from UK Habitat comes to fetch him back."
Season 23,The Trial of a Time Lord: Part Four,S23E04,27 Sep. 1986,6.9,273,"All those on Ravolox are in exponentially greater peril than anyone can comprehend. If anything in the entire universe is to survive, it may come down to the Doctor arguing against machine logic over the value of life."
Season 23,The Trial of a Time Lord: Part Five,S23E05,4 Oct. 1986,7.1,282,"The court looks into the Doctor's investigation of Thoros Beta, home planet of the Mentors whom the Doctor suspects of selling advanced weaponry to primitive cultures."
Season 23,The Trial of a Time Lord: Part Six,S23E06,11 Oct. 1986,7.1,269,"Having been put through a makeshift truth extractor, the Doctor appears damaged, apt to mimic the personalities of those with whom he has eye contact. He eventually abandons Peri and a gung-ho warrior king in favor of joining in with Sil and Dr. Crozier in the latest of their perverse projects."
Season 23,The Trial of a Time Lord: Part Seven,S23E07,18 Oct. 1986,7.0,267,"While the Doctor helps Dr. Crozier transfer Lord Kiv's brain into a new host skull, Peri accompanies King Yrcanos as he searches for the Alpha Resistance fighters whom he feels, most certainly, will follow him into glorious battle against the Mentors and the Doctor."
Season 23,The Trial of a Time Lord: Part Eight,S23E08,25 Oct. 1986,7.4,275,"The first transfer is flawed, so Dr. Crozier needs to transfer Lord Kiv into another host body. Unfortunately, Peri meets all the requirements for the subsequent candidate. Since the Doctor's been helpful and has somewhat of a personal interest in Peri, he's permitted to locate an equally suitable substitute candidate, if he can. The prosecution rests."
Season 23,The Trial of a Time Lord: Part Nine,S23E09,1 Nov. 1986,6.9,290,"As the trial continues, the Doctor presents an event from his future as evidence of his reform."
Season 23,The Trial of a Time Lord: Part Ten,S23E10,8 Nov. 1986,6.9,270,"A lethal booby-trap in the Hydroponic Center awakens the genetically engineered fruit pods in storage, and passengers and crewmen alike start disappearing without trace. There's a murderer on board and the Doctor means to find out who he or she is."
Season 23,The Trial of a Time Lord: Part Eleven,S23E11,15 Nov. 1986,6.9,272,"A course change that takes the Hyperion III closer to a black hole could prove unwise when there are so many aboard ship with hidden agendas. Disappearances continue, a murderer remains at large, and one person finally crumbles under the strain of harboring a guilty secret."
Season 23,The Trial of a Time Lord: Part Twelve,S23E12,22 Nov. 1986,6.9,273,"With factions vying for control of the ship, the Vervoids are found to be responsible for the many disappearances. Only the Doctor sees the fundamental but missed point as to why they can't be reasoned with or why they can't be allowed to arrive on Earth."
Season 23,The Trial of a Time Lord: Part Thirteen,S23E13,29 Nov. 1986,7.5,287,The charge against the Doctor changes from mere meddling to inexcusable genocide. His future looks both grim and very short.
Season 23,The Trial of a Time Lord: Part Fourteen,S23E14,6 Dec. 1986,6.9,278,"So much ado by the Valeyard and the Master over the Doctor's death makes the Doctor wary of being made decoy for some other, truer target. Continuing in the Matrix itself, he may find both them and the answers he seeks."
Season 24,Time and the Rani: Part One,S24E01,7 Sep. 1987,5.3,343,"The Rani, needing the Doctor's expertise, shoots down his TARDIS, crash-landing it on planet Lykertya where the Doctor dies and subsequently regenerates. She biochemically induces selective amnesia before disguising herself as Mel in order to angle him deceptively into repairing one of her broken machines. The real Mel? Left behind in the TARDIS, alive but unconscious, where she's found by a grim rebel Lakertyan who then makes off with her."
